procode,gbcode,q101a1,q101b1,q101c1,q101d1,q101e1,q101f1,q101g1,q101h1,q101i1,q101j1,q101k1,q101l1,q101m1,q101a2,q101a3,q101a4,q101a5,q101a6,q201,q202,q203,q204,q205,q206,q207,q208,q209,q211,q212,q213,q301,q302,q304,q305,q306,q307,q308,q309,q310,q311,q312,q313,q314,q315,q316
11,110105,1,1,199209,13,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,8,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199501,13,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199310,13,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199307,13,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,8,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198508,61,1,3,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2012,1,4,46,3,1,1500,7,8,9,2,-1,201011,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198409,13,1,4,1,2,1,1,1,2012,1,2,3,3,-1,-1,2011,1,4,63,3,1,1000,7,10,9,2,-1,200612,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,196707,62,1,3,2,3,1,1,1,2010,1,2,3,-1,-1,-1,2005,1,4,46,3,1,1500,7,8,9,2,-1,199112,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197601,13,1,4,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2000,1,4,63,3,1,1000,7,10,9,2,-1,200110,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198901,13,1,4,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199111,13,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199111,13,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199008,13,1,4,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198705,14,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,4,46,3,1,1500,7,8,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199102,62,1,3,2,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,46,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199111,13,1,4,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199003,37,1,4,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198910,13,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199009,62,1,4,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,46,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199303,13,1,4,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,4,63,3,1,1500,7,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198204,44,1,7,1,2,1,1,1,2008,1,2,3,-1,-1,-1,2008,1,12,80,4,1,8000,5,8,7,1,3,200902,1,2,-1,2,-1,-1,-1,-1,0,2,2,2,3,1
11,110105,1,2,197901,37,1,6,1,2,1,1,1,2010,2,2,3,-1,-1,-1,2004,1,6,41,5,2,10000,7,10,2,2,-1,200305,1,2,-1,1,200605,7,2,6,0,3,3,3,4,2
11,110105,1,2,198608,51,1,7,1,1,1,1,1,2010,2,10,-1,-1,-1,-1,2010,1,6,48,6,1,3000,5,8,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197501,23,1,6,1,2,1,1,1,2012,1,2,-1,-1,-1,-1,1993,1,15,80,1,1,3000,5,8,2,1,3,200211,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,3,2
11,110105,1,2,198306,34,1,6,2,2,3,1,1,2010,2,2,3,-1,-1,-1,2008,2,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200612,1,2,-1,1,201203,7,2,6,0,3,3,3,4,2
11,110105,1,1,198810,34,1,7,2,2,1,1,1,2009,1,2,-1,-1,-1,-1,1993,1,6,45,5,3,5000,7,8,2,2,-1,201110,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,196204,23,1,7,2,2,1,1,1,2011,1,2,3,-1,-1,-1,2001,1,4,63,5,1,6000,5,8,2,1,2,198801,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197109,61,1,7,2,1,1,1,1,2012,1,-1,-1,-1,-1,-1,1997,1,6,42,8,1,7000,5,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198507,22,1,8,2,1,1,1,1,2012,2,10,-1,-1,-1,-1,2009,1,11,64,10,1,8000,5,8,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197702,41,1,6,2,2,1,1,1,2012,2,2,3,-1,-1,-1,2000,1,12,80,5,3,10000,5,8,2,2,-1,200710,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197404,13,1,6,1,3,5,1,1,2011,2,2,3,-1,-1,-1,2000,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200005,1,2,-1,1,201201,7,2,5,0,3,3,2,3,2
11,110105,1,2,198312,13,1,6,2,2,1,1,1,2010,2,2,-1,-1,-1,-1,2006,1,13,20,6,1,5000,5,8,2,1,3,201010,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,4,2
11,110105,1,1,197904,14,1,5,1,2,1,1,1,2011,1,2,3,3,-1,-1,2003,1,6,48,6,1,8000,5,8,2,1,3,200604,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197802,13,1,7,2,1,1,1,1,2009,2,-1,-1,-1,-1,-1,2002,1,12,20,2,1,8000,5,8,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197812,15,3,7,2,2,1,1,1,2010,1,2,3,5,5,-1,2009,1,13,20,10,1,5000,5,8,2,1,2,200610,1,2,-1,2,-1,-1,-1,-1,0,2,2,2,3,2
11,110105,1,2,198109,37,1,3,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2009,1,6,48,5,2,8000,7,10,2,2,-1,200811,1,2,-1,1,201001,7,2,6,0,3,2,3,1,2
11,110105,1,2,197508,21,1,5,1,2,4,1,1,2011,1,2,-1,-1,-1,-1,2011,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200808,0,-1,-1,1,-9,7,2,5,0,2,2,2,3,2
11,110105,1,2,197612,34,1,3,1,2,4,1,1,2009,1,2,3,3,-1,-1,2009,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,200010,2,2,-1,1,200904,3,1,9,0,2,2,2,3,2
11,110105,1,2,198709,15,1,6,1,2,1,1,1,2008,3,2,3,-1,-1,-1,2007,1,4,63,5,1,3000,5,8,7,1,1,200709,1,2,-1,1,201203,7,2,5,0,3,2,2,4,2
11,110105,1,2,198408,15,1,7,1,2,1,1,1,2009,2,2,3,-1,-1,-1,2008,1,4,63,6,1,3000,5,8,7,1,3,200701,1,2,-1,1,200901,7,2,6,0,2,3,2,3,2
11,110105,1,2,197507,33,1,4,1,2,1,1,1,1992,2,2,3,-1,-1,-1,1992,1,6,41,5,2,5000,6,6,2,1,2,199506,1,2,-1,1,199606,7,2,7,0,2,2,2,4,1
11,110105,1,1,197501,22,1,7,2,2,1,1,1,2003,1,2,3,-1,-1,-1,1994,1,12,41,6,3,3500,5,10,7,2,-1,199706,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,196510,37,1,4,1,2,1,1,1,1986,1,2,3,-1,-1,-1,1986,1,6,41,6,2,5000,5,8,7,1,2,199702,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197507,21,1,6,2,2,1,1,1,2001,1,2,3,-1,-1,-1,2001,1,4,47,6,2,30000,6,8,7,1,1,200201,1,1,2,1,200506,7,2,7,1,2,2,2,4,2
11,110105,1,1,196609,65,1,5,2,3,1,1,1,2003,1,2,3,-1,-1,-1,2002,1,6,41,6,2,8000,7,9,7,1,2,199012,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197701,37,1,6,2,2,1,1,1,1999,1,2,3,-1,-1,-1,1999,1,6,48,11,3,3000,7,8,7,2,-1,200610,1,1,2,1,201007,7,2,5,0,1,1,1,1,1
11,110105,1,1,197905,22,1,7,2,2,1,1,1,1998,1,2,3,-1,-1,-1,1998,1,13,41,6,2,15000,5,8,7,1,3,200603,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198812,13,1,3,1,2,5,1,1,2010,2,2,3,-1,-1,-1,2003,4,-1,-1,-1,-1,-1,-1,-1,7,2,-1,200904,1,1,2,1,201202,7,2,7,1,2,3,2,1,1
11,110105,1,1,197505,35,1,3,1,2,1,1,1,2006,1,2,3,3,-1,-1,2006,1,15,41,5,2,30000,7,8,7,2,-1,199605,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197803,13,1,7,2,2,1,1,1,2002,1,2,3,-1,-1,-1,1997,1,13,20,6,1,8000,5,8,7,1,2,200403,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197401,51,1,4,2,2,1,1,1,1993,1,2,3,5,-1,-1,1992,1,8,48,3,1,4300,5,8,7,1,2,199508,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197605,43,1,6,2,2,5,1,1,2010,1,2,3,-1,-1,-1,1996,4,-1,-1,-1,-1,-1,-1,-1,5,2,-1,200509,1,2,-1,1,200710,7,2,5,1,1,1,2,1,2
11,110105,1,2,196601,65,1,3,2,2,5,1,1,2009,1,2,3,-1,-1,-1,2006,4,-1,-1,-1,-1,-1,-1,-1,7,2,-1,198812,1,1,2,1,199005,3,1,2,0,2,2,2,4,2
11,110105,1,1,197804,37,2,7,2,2,1,1,1,2003,1,2,-1,-1,-1,-1,2003,1,1,30,9,1,10000,5,8,7,1,1,200708,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197807,37,1,4,2,2,1,1,1,2009,1,2,3,5,-1,-1,2006,1,6,41,5,2,20000,7,7,7,1,2,200108,1,2,-1,1,200210,3,1,2,0,1,2,1,1,2
11,110105,1,1,197711,33,1,4,2,2,1,1,1,2003,1,2,-1,-1,-1,-1,2003,1,6,41,5,2,6000,6,8,7,2,-1,200502,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198009,37,1,7,2,2,1,1,1,2006,2,2,3,6,6,-1,2006,1,12,30,6,1,5000,5,8,2,1,1,200702,1,1,1,1,201003,7,2,5,1,2,2,1,1,1
11,110105,1,1,197107,14,1,6,2,2,1,1,1,1997,1,2,3,-1,-1,-1,1997,1,12,41,6,2,8000,7,8,7,2,-1,200408,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197203,13,3,3,1,2,1,1,1,1997,1,2,3,3,-1,-1,1977,1,6,41,5,3,10000,7,8,7,2,-1,199612,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197301,41,1,5,2,2,1,1,1,2001,1,2,3,-1,-1,-1,2001,1,6,41,5,3,7000,5,8,7,1,2,199610,1,1,1,1,199808,7,2,7,0,1,2,1,1,1
11,110105,1,2,196703,34,1,2,1,2,1,1,1,2005,1,2,3,-1,-1,-1,2005,1,8,45,6,1,2000,6,8,2,2,-1,199011,1,2,-1,1,199403,3,1,2,0,1,2,2,2,2
11,110105,1,2,197309,34,1,4,1,2,1,1,1,2009,1,2,3,-1,-1,-1,1994,1,6,41,5,3,10000,7,10,2,2,-1,200901,1,2,-1,1,201008,7,2,1,0,2,2,1,1,2
11,110105,1,2,196707,34,1,3,1,2,5,1,1,2005,1,2,3,-1,-1,-1,2005,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199002,1,2,-1,1,199403,3,1,9,0,2,2,2,2,2
11,110105,1,2,199102,34,1,3,1,1,1,1,1,2005,1,-1,-1,-1,-1,-1,2005,1,6,48,5,1,2000,6,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,196903,51,1,2,1,3,1,1,1,2005,1,2,3,3,-1,-1,2005,1,8,45,12,2,1800,7,8,2,2,-1,200304,2,-1,-1,1,200907,3,2,2,0,1,2,2,4,2
11,110105,1,2,196704,34,1,3,1,2,5,1,1,2005,1,2,3,-1,-1,-1,1998,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200410,1,1,1,1,200706,3,1,1,0,2,2,2,2,1
11,110105,1,2,197506,41,1,2,1,2,5,1,1,1998,1,2,3,3,-1,-1,1998,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200109,2,-9,2,1,200904,3,1,2,0,2,2,1,2,1
11,110105,1,2,196912,41,1,2,1,2,1,1,1,2002,1,2,3,3,3,-1,2002,1,6,42,5,3,1800,7,12,2,2,-1,198910,3,-9,2,1,200102,2,1,2,0,2,1,2,3,2
11,110105,1,1,198710,22,1,3,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2012,1,9,48,6,1,1800,7,12,2,2,-1,200810,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198609,51,1,3,1,2,5,1,1,2004,1,2,3,3,-1,-1,2004,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200602,2,-1,-1,1,200910,3,1,2,0,2,2,2,3,2
11,110105,1,1,198310,21,1,6,2,2,1,1,1,2009,1,2,-1,-1,-1,-1,2009,1,8,20,6,1,6000,6,8,2,2,-1,200904,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,196712,51,1,3,1,2,1,1,1,2004,1,2,3,3,-1,-1,1990,1,8,44,12,1,3500,5,8,2,2,-1,198810,2,-1,-1,1,200209,7,2,7,0,2,2,2,4,2
11,110105,1,1,196711,34,1,4,1,3,1,1,1,2010,1,2,3,-1,-1,-1,1996,1,4,47,12,1,4000,6,10,2,2,-1,200512,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,196903,51,1,4,1,2,1,1,1,2000,1,2,3,3,-1,-1,1987,1,4,47,12,1,2000,5,11,2,2,-1,199311,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198607,21,3,3,1,2,1,1,1,2011,1,2,-1,-1,-1,-1,2009,1,10,64,6,1,3000,6,8,2,2,-1,200903,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198110,21,1,3,1,2,1,1,1,2008,1,2,-1,-1,-1,-1,2008,1,9,48,6,1,3700,6,8,2,2,-1,201203,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198807,12,1,6,2,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2008,1,13,20,6,1,1800,5,8,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199002,23,1,4,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,7,43,6,1,2500,7,10,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198409,14,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,14,30,2,1,3000,5,8,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198705,41,1,3,1,2,1,1,1,2006,1,2,3,-1,-1,-1,2005,1,10,62,5,1,3000,6,11,2,2,-1,200812,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197905,13,1,3,1,2,1,1,1,2011,1,2,3,3,-1,-1,2011,1,10,64,6,1,2800,7,10,2,2,-1,199805,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198110,36,1,3,2,2,5,1,1,2000,1,2,3,3,-1,-1,2000,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200001,2,-1,-1,1,201010,7,2,5,0,1,2,1,1,2
11,110105,1,2,198210,42,1,3,1,2,5,1,1,2008,1,2,3,3,-1,-1,2008,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200604,2,-1,-1,1,201204,2,2,2,0,1,2,1,1,1
11,110105,1,2,198104,13,1,3,1,2,5,1,1,2007,1,2,3,-1,-1,-1,2007,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200701,1,1,2,1,200805,3,1,2,0,3,2,1,1,1
11,110105,1,2,196905,51,1,3,1,3,1,1,1,2008,1,2,3,3,-1,-1,2008,1,4,63,6,1,2800,5,12,2,1,2,200401,2,-1,-1,1,200505,3,1,2,0,2,2,3,3,2
11,110105,1,1,196510,51,1,2,1,2,1,1,1,2000,1,2,3,4,8,-1,2000,1,4,47,6,1,3000,3,8,2,2,-1,198610,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197201,32,1,3,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2010,1,4,47,5,1,6000,7,10,2,2,-1,199501,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,196301,32,1,4,1,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,4,47,5,1,3000,7,10,2,2,-1,198205,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197105,42,1,3,1,2,1,1,1,2002,1,2,3,3,-1,-1,2002,1,4,47,6,1,3000,5,8,2,1,1,199511,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,196408,42,1,1,1,2,1,1,1,2009,1,2,3,3,-1,-1,2009,1,6,42,12,3,4000,7,12,2,2,-1,198511,2,-1,-1,1,199005,2,1,1,0,1,2,2,4,1
11,110105,1,2,198510,51,1,3,1,2,1,1,1,2008,1,2,3,-1,-1,-1,2008,1,4,47,6,1,1500,4,8,2,2,-1,200603,1,2,-1,1,200710,3,1,1,0,2,2,2,4,2
11,110105,1,2,197405,14,1,2,1,2,1,1,1,2012,1,2,-1,-1,-1,-1,2012,1,4,47,5,1,1300,3,8,2,2,-1,201109,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,4,2
11,110105,1,1,195812,42,1,4,1,2,1,1,1,2008,1,2,3,3,3,4,2008,1,6,42,12,3,1800,7,8,2,2,-1,197811,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,196709,13,1,3,1,2,1,1,1,2007,1,2,3,3,-1,-1,2007,1,8,48,6,1,2500,6,7,2,2,-1,199101,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197608,36,1,3,1,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,4,47,5,2,5000,7,8,2,2,-1,200205,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198808,51,1,3,2,2,1,1,1,2003,1,2,3,-1,-1,-1,2003,1,4,47,6,1,5000,6,8,2,2,-1,200808,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,196409,42,1,3,1,2,1,1,1,1998,1,2,3,3,-1,-1,1998,1,8,45,6,1,1800,5,10,2,1,3,199011,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198306,13,1,3,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2010,1,15,61,6,1,2600,7,8,2,2,-1,200605,1,2,-1,2,-1,-1,-1,-1,0,2,2,2,3,1
11,110105,1,2,198412,42,1,3,1,2,5,1,1,2003,1,2,3,3,-1,-1,2003,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200710,2,-1,-1,1,201205,2,2,2,0,2,2,1,1,2
11,110105,1,2,196402,42,1,3,1,2,1,1,1,2008,1,2,3,3,3,4,2008,1,6,42,12,3,3000,7,12,2,2,-1,198403,3,-1,-1,1,198912,2,1,2,0,2,2,2,4,2
11,110105,1,2,198009,37,1,5,1,2,1,1,1,2005,1,2,3,-1,-1,-1,1998,1,8,48,6,2,2000,7,10,2,2,-1,200604,1,1,1,1,200703,3,2,1,0,3,3,1,2,1
11,110105,1,1,196810,37,1,5,1,2,1,1,1,2003,1,2,3,-1,-1,-1,2003,1,15,80,11,3,700,7,9,6,2,-1,200303,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197008,37,1,4,1,2,1,1,1,2005,1,2,3,-1,-1,-1,2005,1,11,48,3,1,4500,5,8,2,1,3,199712,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198212,13,1,7,2,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,12,48,10,1,5000,5,8,7,1,2,201001,1,2,-1,1,201112,7,2,1,0,1,2,2,2,1
11,110105,1,2,198401,15,2,8,2,2,5,1,1,2009,1,2,3,-1,-1,-1,2009,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200811,1,2,-1,1,201006,7,2,5,0,2,2,2,2,2
11,110105,1,2,198107,13,1,3,1,2,1,1,1,2003,1,2,3,3,-1,-1,2003,1,7,43,6,3,3000,7,8,2,2,-1,200211,2,-1,-1,1,201205,3,2,2,0,2,2,1,2,2
11,110105,1,2,198005,14,1,6,2,2,1,1,1,2010,1,2,3,-1,-1,-1,2010,1,8,48,6,3,6000,7,10,2,2,-1,200602,1,2,-1,1,200908,7,2,1,0,2,2,1,2,2
11,110105,1,1,198704,13,1,3,1,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,7,43,6,3,4000,7,10,2,2,-1,200801,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198004,34,1,3,1,2,1,1,1,2011,1,2,3,-1,-1,-1,1998,1,7,43,5,3,5000,6,9,2,2,-1,200307,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198204,62,1,2,1,2,1,1,1,2009,1,2,3,3,-1,-1,1998,1,10,48,3,1,4000,6,15,2,1,1,200401,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198412,13,1,6,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,8,20,10,1,4000,5,8,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197310,45,1,3,1,2,1,1,1,2007,1,2,3,3,-1,-1,2007,1,8,48,6,1,4000,5,9,2,1,3,200002,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197404,14,1,4,1,2,1,1,1,2004,1,2,3,3,-1,-1,2004,1,8,48,6,1,3000,5,8,2,1,2,199602,2,-1,-1,1,201202,7,2,1,0,2,2,1,2,2
11,110105,1,2,197007,15,3,4,1,2,4,1,1,2007,1,2,3,-1,-1,-1,1997,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199304,1,1,2,1,199510,7,2,7,0,2,2,2,1,1
11,110105,1,2,198302,34,1,3,1,2,1,1,1,2007,1,2,3,-1,-1,-1,2007,1,6,41,6,3,5000,7,10,2,2,-1,200706,1,2,-1,1,200609,3,2,2,0,1,2,2,2,2
11,110105,1,2,198007,51,1,3,1,2,1,1,1,2009,1,2,3,3,-1,-1,2009,1,8,48,6,3,4000,6,10,2,1,3,200104,2,-1,-1,1,201011,2,1,2,0,2,2,1,2,2
11,110105,1,2,197809,22,1,6,2,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,8,48,6,1,3000,5,8,7,1,1,200308,1,1,1,1,201106,7,2,5,0,1,2,2,2,2
11,110105,1,1,196810,37,1,3,1,2,1,1,1,2006,1,2,3,-1,-1,-1,2006,1,6,41,5,3,2000,7,13,2,2,-1,199603,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198503,37,1,4,1,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,8,48,5,1,2000,7,8,1,2,-1,200704,1,1,1,1,200808,3,1,1,0,3,2,1,2,1
11,110105,1,2,197804,37,1,4,1,2,1,1,1,2002,1,2,3,-1,-1,-1,2002,1,7,41,5,3,5000,7,10,2,2,-1,200201,1,1,1,1,200405,3,1,2,0,1,2,2,2,1
11,110105,1,2,198208,14,1,7,2,2,1,1,1,2010,1,2,-1,-1,-1,-1,2007,1,8,30,2,1,4000,5,8,2,1,2,200909,0,-1,-1,2,-1,-1,-1,-1,0,3,3,1,1,1
11,110105,1,2,198511,12,1,4,2,2,1,1,1,2004,1,2,3,-1,-1,-1,2004,1,11,30,6,1,3000,5,8,1,1,2,201005,1,1,1,2,-1,-1,-1,-1,0,3,3,3,4,1
11,110105,1,2,198705,62,1,6,2,2,1,1,1,2010,2,2,-1,-1,-1,-1,2010,1,6,48,4,1,2000,6,10,4,3,-1,201002,0,-1,-1,1,-9,10,-1,-1,0,3,3,3,4,1
